Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-54mp,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,sentence
1,1592934213247,23/06/2020 17:43:33,1592934212345,-4,23/06/2020 13:43:32,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1592934219211,23/06/2020 17:43:39,1592934218380,-4,23/06/2020 13:43:38,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,1,1,1,Instructions,advancementZone,continue_button,5953.4700000076555,null,,null,,0,1,0,,,false,,,Introduction,
3,1592934219556,23/06/2020 17:43:39,1592934218746,-4,23/06/2020 13:43:38,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,9,1,1,Fixation,fixation,fixation,400.4480000000003,null,,null,,0,1,0,,,false,2,2,Trial,Their|coach|explained|the|players|need|stretched|during|warmups.
4,1592934220295,23/06/2020 17:43:40,1592934219491,-4,23/06/2020 13:43:39,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,9,1,2,ReadingPres,Zone1,reading,734.165,null,,Their,1,0,1,0,,,false,2,2,Trial,Their|coach|explained|the|players|need|stretched|during|warmups.
5,1592934220781,23/06/2020 17:43:40,1592934219937,-4,23/06/2020 13:43:39,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,9,1,2,ReadingPres,Zone1,reading,450.4919999999993,null,,coach,2,0,1,0,,,false,2,2,Trial,Their|coach|explained|the|players|need|stretched|during|warmups.
6,1592934221124,23/06/2020 17:43:41,1592934220302,-4,23/06/2020 13:43:40,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,9,1,2,ReadingPres,Zone1,reading,366.89900000000125,null,,explained,3,0,1,0,,,false,2,2,Trial,Their|coach|explained|the|players|need|stretched|during|warmups.
7,1592934221469,23/06/2020 17:43:41,1592934220651,-4,23/06/2020 13:43:40,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,9,1,2,ReadingPres,Zone1,reading,350.3169999999991,null,,the,4,0,1,0,,,false,2,2,Trial,Their|coach|explained|the|players|need|stretched|during|warmups.
8,1592934221780,23/06/2020 17:43:41,1592934220959,-4,23/06/2020 13:43:40,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,9,1,2,ReadingPres,Zone1,reading,300.5740000000005,null,,players,5,0,1,0,,,false,2,2,Trial,Their|coach|explained|the|players|need|stretched|during|warmups.
9,1592934222078,23/06/2020 17:43:42,1592934221274,-4,23/06/2020 13:43:41,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,9,1,2,ReadingPres,Zone1,reading,316.9329999999991,null,,need,6,0,1,0,,,false,2,2,Trial,Their|coach|explained|the|players|need|stretched|during|warmups.
10,1592934222436,23/06/2020 17:43:42,1592934221615,-4,23/06/2020 13:43:41,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,9,1,2,ReadingPres,Zone1,reading,333.76300000000083,null,,stretched,7,0,1,0,,,false,2,2,Trial,Their|coach|explained|the|players|need|stretched|during|warmups.
11,1592934222703,23/06/2020 17:43:42,1592934221898,-4,23/06/2020 13:43:41,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,9,1,2,ReadingPres,Zone1,reading,283.66799999999967,null,,during,8,0,1,0,,,false,2,2,Trial,Their|coach|explained|the|players|need|stretched|during|warmups.
12,1592934223002,23/06/2020 17:43:43,1592934222199,-4,23/06/2020 13:43:42,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,9,1,2,ReadingPres,Zone1,reading,300.28700000000026,null,,warmups.,9,0,1,0,,,false,2,2,Trial,Their|coach|explained|the|players|need|stretched|during|warmups.
13,1592934223164,23/06/2020 17:43:43,1592934222207,-4,23/06/2020 13:43:42,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,9,1,2,ReadingPres,Zone1,reading,3437.098,null,,Content End,,0,1,0,,,true,2,2,Trial,Their|coach|explained|the|players|need|stretched|during|warmups.
14,1592934223756,23/06/2020 17:43:43,1592934222935,-4,23/06/2020 13:43:42,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,9,1,3,BlankScreen,Zone1,fixation,750.8359999999993,null,,null,,0,1,0,,,false,2,2,Trial,Their|coach|explained|the|players|need|stretched|during|warmups.
15,1592934224883,23/06/2020 17:43:44,1592934224066,-4,23/06/2020 13:43:44,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,9,1,4,JudgmentResponse,Zone2,response_keyboard_single,1118.5200000036275,null,,1,1,0,1,0,,,false,2,2,Trial,Their|coach|explained|the|players|need|stretched|during|warmups.
16,1592934225273,23/06/2020 17:43:45,1592934224437,-4,23/06/2020 13:43:44,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,8,2,1,Fixation,fixation,fixation,383.7659999999996,null,,null,,0,1,0,,,false,2,2,Trial,The|driver|said|the|tire|needs|changing|on|the|highway.
17,1592934226195,23/06/2020 17:43:46,1592934225371,-4,23/06/2020 13:43:45,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,8,2,2,ReadingPres,Zone1,reading,934.2939999999999,null,,The,1,0,1,0,,,false,2,2,Trial,The|driver|said|the|tire|needs|changing|on|the|highway.
18,1592934226491,23/06/2020 17:43:46,1592934225653,-4,23/06/2020 13:43:45,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,8,2,2,ReadingPres,Zone1,reading,267.0040000000008,null,,driver,2,0,1,0,,,false,2,2,Trial,The|driver|said|the|tire|needs|changing|on|the|highway.
19,1592934226805,23/06/2020 17:43:46,1592934225993,-4,23/06/2020 13:43:45,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,8,2,2,ReadingPres,Zone1,reading,350.40400000000045,null,,said,3,0,1,0,,,false,2,2,Trial,The|driver|said|the|tire|needs|changing|on|the|highway.
20,1592934227132,23/06/2020 17:43:47,1592934226317,-4,23/06/2020 13:43:46,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,8,2,2,ReadingPres,Zone1,reading,316.8349999999991,null,,the,4,0,1,0,,,false,2,2,Trial,The|driver|said|the|tire|needs|changing|on|the|highway.
21,1592934227399,23/06/2020 17:43:47,1592934226587,-4,23/06/2020 13:43:46,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,8,2,2,ReadingPres,Zone1,reading,266.8809999999994,null,,tire,5,0,1,0,,,false,2,2,Trial,The|driver|said|the|tire|needs|changing|on|the|highway.
22,1592934227711,23/06/2020 17:43:47,1592934226899,-4,23/06/2020 13:43:46,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,8,2,2,ReadingPres,Zone1,reading,317.09000000000015,null,,needs,6,0,1,0,,,false,2,2,Trial,The|driver|said|the|tire|needs|changing|on|the|highway.
23,1592934228029,23/06/2020 17:43:48,1592934227217,-4,23/06/2020 13:43:47,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,8,2,2,ReadingPres,Zone1,reading,317.22100000000137,null,,changing,7,0,1,0,,,false,2,2,Trial,The|driver|said|the|tire|needs|changing|on|the|highway.
24,1592934228405,23/06/2020 17:43:48,1592934227594,-4,23/06/2020 13:43:47,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,8,2,2,ReadingPres,Zone1,reading,383.74199999999837,null,,on,8,0,1,0,,,false,2,2,Trial,The|driver|said|the|tire|needs|changing|on|the|highway.
25,1592934228733,23/06/2020 17:43:48,1592934227916,-4,23/06/2020 13:43:47,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,8,2,2,ReadingPres,Zone1,reading,316.9760000000024,null,,the,9,0,1,0,,,false,2,2,Trial,The|driver|said|the|tire|needs|changing|on|the|highway.
26,1592934229030,23/06/2020 17:43:49,1592934228214,-4,23/06/2020 13:43:48,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,8,2,2,ReadingPres,Zone1,reading,300.35899999999674,null,,highway.,10,0,1,0,,,false,2,2,Trial,The|driver|said|the|tire|needs|changing|on|the|highway.
27,1592934229169,23/06/2020 17:43:49,1592934228218,-4,23/06/2020 13:43:48,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,8,2,2,ReadingPres,Zone1,reading,3770.8059999999987,null,,Content End,,0,1,0,,,true,2,2,Trial,The|driver|said|the|tire|needs|changing|on|the|highway.
28,1592934229780,23/06/2020 17:43:49,1592934228958,-4,23/06/2020 13:43:48,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,8,2,3,BlankScreen,Zone1,fixation,750.75,null,,null,,0,1,0,,,false,2,2,Trial,The|driver|said|the|tire|needs|changing|on|the|highway.
29,1592934230216,23/06/2020 17:43:50,1592934229420,-4,23/06/2020 13:43:49,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,8,2,4,JudgmentResponse,Zone5,response_keyboard_single,440.4999999969732,null,,4,1,0,1,0,,,false,2,2,Trial,The|driver|said|the|tire|needs|changing|on|the|highway.
30,1592934230546,23/06/2020 17:43:50,1592934229741,-4,23/06/2020 13:43:49,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,11,3,1,Fixation,fixation,fixation,333.7340000000004,null,,null,,0,1,0,,,false,2,2,Trial,The|editor|published|Harry's|report|about|obesity.
31,1592934231174,23/06/2020 17:43:51,1592934230361,-4,23/06/2020 13:43:50,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,11,3,2,ReadingPres,Zone1,reading,617.4320000000007,null,,The,1,0,1,0,,,false,2,2,Trial,The|editor|published|Harry's|report|about|obesity.
32,1592934231470,23/06/2020 17:43:51,1592934230645,-4,23/06/2020 13:43:50,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,11,3,2,ReadingPres,Zone1,reading,283.82900000000154,null,,editor,2,0,1,0,,,false,2,2,Trial,The|editor|published|Harry's|report|about|obesity.
33,1592934231721,23/06/2020 17:43:51,1592934230912,-4,23/06/2020 13:43:50,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,11,3,2,ReadingPres,Zone1,reading,266.97599999999875,null,,published,3,0,1,0,,,false,2,2,Trial,The|editor|published|Harry's|report|about|obesity.
34,1592934231985,23/06/2020 17:43:51,1592934231172,-4,23/06/2020 13:43:51,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,11,3,2,ReadingPres,Zone1,reading,250.07700000000114,null,,Harry's,4,0,1,0,,,false,2,2,Trial,The|editor|published|Harry's|report|about|obesity.
35,1592934232266,23/06/2020 17:43:52,1592934231452,-4,23/06/2020 13:43:51,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,11,3,2,ReadingPres,Zone1,reading,283.6319999999978,null,,report,5,0,1,0,,,false,2,2,Trial,The|editor|published|Harry's|report|about|obesity.
36,1592934232533,23/06/2020 17:43:52,1592934231718,-4,23/06/2020 13:43:51,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,11,3,2,ReadingPres,Zone1,reading,267.16200000000026,null,,about,6,0,1,0,,,false,2,2,Trial,The|editor|published|Harry's|report|about|obesity.
37,1592934232783,23/06/2020 17:43:52,1592934231981,-4,23/06/2020 13:43:51,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,11,3,2,ReadingPres,Zone1,reading,266.9439999999995,null,,obesity.,7,0,1,0,,,false,2,2,Trial,The|editor|published|Harry's|report|about|obesity.
38,1592934232940,23/06/2020 17:43:52,1592934231984,-4,23/06/2020 13:43:51,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,11,3,2,ReadingPres,Zone1,reading,2236.0519999999997,null,,Content End,,0,1,0,,,true,2,2,Trial,The|editor|published|Harry's|report|about|obesity.
39,1592934233537,23/06/2020 17:43:53,1592934232729,-4,23/06/2020 13:43:52,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,11,3,3,BlankScreen,Zone1,fixation,750.7690000000002,null,,null,,0,1,0,,,false,2,2,Trial,The|editor|published|Harry's|report|about|obesity.
40,1592934233992,23/06/2020 17:43:53,1592934233174,-4,23/06/2020 13:43:53,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,11,3,4,JudgmentResponse,Zone5,response_keyboard_single,433.34499999764375,null,,4,1,0,1,0,,,false,2,2,Trial,The|editor|published|Harry's|report|about|obesity.
41,1592934234334,23/06/2020 17:43:54,1592934233513,-4,23/06/2020 13:43:53,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,12,4,1,Fixation,fixation,fixation,350.29599999999846,null,,null,,0,1,0,,,false,2,2,Trial,The|people|disliked|Harry's|about|jokes|the|Queen.
42,1592934234740,23/06/2020 17:43:54,1592934233936,-4,23/06/2020 13:43:53,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,12,4,2,ReadingPres,Zone1,reading,416.9350000000013,null,,The,1,0,1,0,,,false,2,2,Trial,The|people|disliked|Harry's|about|jokes|the|Queen.
43,1592934235022,23/06/2020 17:43:55,1592934234207,-4,23/06/2020 13:43:54,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,12,4,2,ReadingPres,Zone1,reading,267.1959999999999,null,,people,2,0,1,0,,,false,2,2,Trial,The|people|disliked|Harry's|about|jokes|the|Queen.
44,1592934235289,23/06/2020 17:43:55,1592934234466,-4,23/06/2020 13:43:54,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,12,4,2,ReadingPres,Zone1,reading,266.9939999999988,null,,disliked,3,0,1,0,,,false,2,2,Trial,The|people|disliked|Harry's|about|jokes|the|Queen.
45,1592934235570,23/06/2020 17:43:55,1592934234757,-4,23/06/2020 13:43:54,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,12,4,2,ReadingPres,Zone1,reading,283.65799999999945,null,,Harry's,4,0,1,0,,,false,2,2,Trial,The|people|disliked|Harry's|about|jokes|the|Queen.
46,1592934235830,23/06/2020 17:43:55,1592934235020,-4,23/06/2020 13:43:55,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,12,4,2,ReadingPres,Zone1,reading,266.8020000000033,null,,about,5,0,1,0,,,false,2,2,Trial,The|people|disliked|Harry's|about|jokes|the|Queen.
47,1592934236173,23/06/2020 17:43:56,1592934235365,-4,23/06/2020 13:43:55,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,12,4,2,ReadingPres,Zone1,reading,333.85399999999936,null,,jokes,6,0,1,0,,,false,2,2,Trial,The|people|disliked|Harry's|about|jokes|the|Queen.
48,1592934236477,23/06/2020 17:43:56,1592934235670,-4,23/06/2020 13:43:55,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,12,4,2,ReadingPres,Zone1,reading,316.71700000000055,null,,the,7,0,1,0,,,false,2,2,Trial,The|people|disliked|Harry's|about|jokes|the|Queen.
49,1592934236696,23/06/2020 17:43:56,1592934235887,-4,23/06/2020 13:43:55,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,12,4,2,ReadingPres,Zone1,reading,217.21199999999953,null,,Queen.,8,0,1,0,,,false,2,2,Trial,The|people|disliked|Harry's|about|jokes|the|Queen.
50,1592934236838,23/06/2020 17:43:56,1592934235891,-4,23/06/2020 13:43:55,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,12,4,2,ReadingPres,Zone1,reading,2369.368000000002,null,,Content End,,0,1,0,,,true,2,2,Trial,The|people|disliked|Harry's|about|jokes|the|Queen.
51,1592934237433,23/06/2020 17:43:57,1592934236634,-4,23/06/2020 13:43:56,19534,4,task-ol6q,,5752168,,1610669,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L3,L3,12,4,3,BlankScreen,Zone1,fixation,750.7379999999976,null,,null,,0,1,0,,,false,2,2,Trial,The|people|disliked|Harry's|about|jokes|the|Queen.
