Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-54mp,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,sentence,label,TriggerWord,Label
1,1594143485681,07/07/2020 17:38:05,1594143485561,-4,07/07/2020 13:38:05,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1594143505181,07/07/2020 17:38:25,1594143505082,-4,07/07/2020 13:38:25,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,1,1,1,Practice Instructions,advancementZone,continue_button,19420.47499999171,null,,null,,0,1,0,,,false,,,IntroductionPractice,,,,
3,1594143505509,07/07/2020 17:38:25,1594143505430,-4,07/07/2020 13:38:25,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,8,1,1,Fixation,fixation,fixation,367.0570000000007,null,,null,,0,1,0,,,false,1,1,Trial,"During|the|expedition,|the|archaeologists|explored|a|cocktail|to|look|for|Egyptian|artifacts.",,8,F.SS.I.4
4,1594143506384,07/07/2020 17:38:26,1594143506319,-4,07/07/2020 13:38:26,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,8,1,2,ReadingPres,Zone1,reading,884.4310000000005,null,,During,1,0,1,0,,,false,1,1,Trial,"During|the|expedition,|the|archaeologists|explored|a|cocktail|to|look|for|Egyptian|artifacts.",,8,F.SS.I.4
5,1594143507043,07/07/2020 17:38:27,1594143506968,-4,07/07/2020 13:38:26,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,8,1,2,ReadingPres,Zone1,reading,650.7160000000003,null,,the,2,0,1,0,,,false,1,1,Trial,"During|the|expedition,|the|archaeologists|explored|a|cocktail|to|look|for|Egyptian|artifacts.",,8,F.SS.I.4
6,1594143507465,07/07/2020 17:38:27,1594143507389,-4,07/07/2020 13:38:27,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,8,1,2,ReadingPres,Zone1,reading,416.9249999999993,null,,"expedition,",3,0,1,0,,,false,1,1,Trial,"During|the|expedition,|the|archaeologists|explored|a|cocktail|to|look|for|Egyptian|artifacts.",,8,F.SS.I.4
7,1594143507871,07/07/2020 17:38:27,1594143507801,-4,07/07/2020 13:38:27,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,8,1,2,ReadingPres,Zone1,reading,417.3319999999985,null,,the,4,0,1,0,,,false,1,1,Trial,"During|the|expedition,|the|archaeologists|explored|a|cocktail|to|look|for|Egyptian|artifacts.",,8,F.SS.I.4
8,1594143508386,07/07/2020 17:38:28,1594143508321,-4,07/07/2020 13:38:28,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,8,1,2,ReadingPres,Zone1,reading,517.2270000000026,null,,archaeologists,5,0,1,0,,,false,1,1,Trial,"During|the|expedition,|the|archaeologists|explored|a|cocktail|to|look|for|Egyptian|artifacts.",,8,F.SS.I.4
9,1594143508800,07/07/2020 17:38:28,1594143508720,-4,07/07/2020 13:38:28,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,8,1,2,ReadingPres,Zone1,reading,400.3040000000001,null,,explored,6,0,1,0,,,false,1,1,Trial,"During|the|expedition,|the|archaeologists|explored|a|cocktail|to|look|for|Egyptian|artifacts.",,8,F.SS.I.4
10,1594143509378,07/07/2020 17:38:29,1594143509315,-4,07/07/2020 13:38:29,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,8,1,2,ReadingPres,Zone1,reading,584.1280000000006,null,,a,7,0,1,0,,,false,1,1,Trial,"During|the|expedition,|the|archaeologists|explored|a|cocktail|to|look|for|Egyptian|artifacts.",,8,F.SS.I.4
11,1594143509940,07/07/2020 17:38:29,1594143509860,-4,07/07/2020 13:38:29,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,8,1,2,ReadingPres,Zone1,reading,550.5909999999967,null,,cocktail,8,0,1,0,,,false,1,1,Trial,"During|the|expedition,|the|archaeologists|explored|a|cocktail|to|look|for|Egyptian|artifacts.",,8,F.SS.I.4
12,1594143510440,07/07/2020 17:38:30,1594143510367,-4,07/07/2020 13:38:30,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,8,1,2,ReadingPres,Zone1,reading,500.5550000000003,null,,to,9,0,1,0,,,false,1,1,Trial,"During|the|expedition,|the|archaeologists|explored|a|cocktail|to|look|for|Egyptian|artifacts.",,8,F.SS.I.4
13,1594143510987,07/07/2020 17:38:30,1594143510894,-4,07/07/2020 13:38:30,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,8,1,2,ReadingPres,Zone1,reading,533.625,null,,look,10,0,1,0,,,false,1,1,Trial,"During|the|expedition,|the|archaeologists|explored|a|cocktail|to|look|for|Egyptian|artifacts.",,8,F.SS.I.4
14,1594143511534,07/07/2020 17:38:31,1594143511471,-4,07/07/2020 13:38:31,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,8,1,2,ReadingPres,Zone1,reading,584.2800000000025,null,,for,11,0,1,0,,,false,1,1,Trial,"During|the|expedition,|the|archaeologists|explored|a|cocktail|to|look|for|Egyptian|artifacts.",,8,F.SS.I.4
15,1594143512128,07/07/2020 17:38:32,1594143512065,-4,07/07/2020 13:38:32,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,8,1,2,ReadingPres,Zone1,reading,583.9739999999983,null,,Egyptian,12,0,1,0,,,false,1,1,Trial,"During|the|expedition,|the|archaeologists|explored|a|cocktail|to|look|for|Egyptian|artifacts.",,8,F.SS.I.4
16,1594143512788,07/07/2020 17:38:32,1594143512626,-4,07/07/2020 13:38:32,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,8,1,2,ReadingPres,Zone1,reading,567.1150000000016,null,,artifacts.,13,0,1,0,,,false,1,1,Trial,"During|the|expedition,|the|archaeologists|explored|a|cocktail|to|look|for|Egyptian|artifacts.",,8,F.SS.I.4
17,1594143512945,07/07/2020 17:38:32,1594143512631,-4,07/07/2020 13:38:32,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,8,1,2,ReadingPres,Zone1,reading,7191.203000000001,null,,Content End,,0,1,0,,,true,1,1,Trial,"During|the|expedition,|the|archaeologists|explored|a|cocktail|to|look|for|Egyptian|artifacts.",,8,F.SS.I.4
18,1594143513447,07/07/2020 17:38:33,1594143513372,-4,07/07/2020 13:38:33,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,8,1,3,BlankScreen,Zone1,fixation,750.7860000000001,null,,null,,0,1,0,,,false,1,1,Trial,"During|the|expedition,|the|archaeologists|explored|a|cocktail|to|look|for|Egyptian|artifacts.",,8,F.SS.I.4
19,1594143514498,07/07/2020 17:38:34,1594143514394,-4,07/07/2020 13:38:34,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,8,1,4,JudgmentResponse,Zone2,response_keyboard_single,1008.6699999519624,null,,1,1,0,1,0,,,false,1,1,Trial,"During|the|expedition,|the|archaeologists|explored|a|cocktail|to|look|for|Egyptian|artifacts.",,8,F.SS.I.4
20,1594143514827,07/07/2020 17:38:34,1594143514774,-4,07/07/2020 13:38:34,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,3,2,1,Fixation,fixation,fixation,400.15400000000227,null,,null,,0,1,0,,,false,1,1,Trial,We|could|quick|cook|some|dinner.,,3,P.ADV.D.1
21,1594143515311,07/07/2020 17:38:35,1594143515231,-4,07/07/2020 13:38:35,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,3,2,2,ReadingPres,Zone1,reading,450.6209999999992,null,,We,1,0,1,0,,,false,1,1,Trial,We|could|quick|cook|some|dinner.,,3,P.ADV.D.1
22,1594143515670,07/07/2020 17:38:35,1594143515592,-4,07/07/2020 13:38:35,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,3,2,2,ReadingPres,Zone1,reading,367.0440000000017,null,,could,2,0,1,0,,,false,1,1,Trial,We|could|quick|cook|some|dinner.,,3,P.ADV.D.1
23,1594143516077,07/07/2020 17:38:36,1594143516002,-4,07/07/2020 13:38:36,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,3,2,2,ReadingPres,Zone1,reading,400.6189999999988,null,,quick,3,0,1,0,,,false,1,1,Trial,We|could|quick|cook|some|dinner.,,3,P.ADV.D.1
24,1594143516420,07/07/2020 17:38:36,1594143516356,-4,07/07/2020 13:38:36,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,3,2,2,ReadingPres,Zone1,reading,350.17299999999886,null,,cook,4,0,1,0,,,false,1,1,Trial,We|could|quick|cook|some|dinner.,,3,P.ADV.D.1
25,1594143516827,07/07/2020 17:38:36,1594143516747,-4,07/07/2020 13:38:36,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,3,2,2,ReadingPres,Zone1,reading,400.6710000000021,null,,some,5,0,1,0,,,false,1,1,Trial,We|could|quick|cook|some|dinner.,,3,P.ADV.D.1
26,1594143517202,07/07/2020 17:38:37,1594143517136,-4,07/07/2020 13:38:37,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,3,2,2,ReadingPres,Zone1,reading,383.45200000000114,null,,dinner.,6,0,1,0,,,false,1,1,Trial,We|could|quick|cook|some|dinner.,,3,P.ADV.D.1
27,1594143517359,07/07/2020 17:38:37,1594143517138,-4,07/07/2020 13:38:37,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,3,2,2,ReadingPres,Zone1,reading,2352.5800000000017,null,,Content End,,0,1,0,,,true,1,1,Trial,We|could|quick|cook|some|dinner.,,3,P.ADV.D.1
28,1594143517968,07/07/2020 17:38:37,1594143517877,-4,07/07/2020 13:38:37,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,3,2,3,BlankScreen,Zone1,fixation,751.1189999999988,null,,null,,0,1,0,,,false,1,1,Trial,We|could|quick|cook|some|dinner.,,3,P.ADV.D.1
29,1594143518876,07/07/2020 17:38:38,1594143518804,-4,07/07/2020 13:38:38,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,3,2,4,JudgmentResponse,Zone2,response_keyboard_single,911.7850000038743,null,,1,1,0,1,0,,,false,1,1,Trial,We|could|quick|cook|some|dinner.,,3,P.ADV.D.1
30,1594143519234,07/07/2020 17:38:39,1594143519162,-4,07/07/2020 13:38:39,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,5,3,1,Fixation,fixation,fixation,366.7940000000017,null,,null,,0,1,0,,,false,1,1,Trial,My|neighbor|witnessed|the|murder|last|night|in|the|alley.,,5,F.SS.C.1
31,1594143519984,07/07/2020 17:38:39,1594143519917,-4,07/07/2020 13:38:39,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,5,3,2,ReadingPres,Zone1,reading,751.0780000000013,null,,My,1,0,1,0,,,false,1,1,Trial,My|neighbor|witnessed|the|murder|last|night|in|the|alley.,,5,F.SS.C.1
32,1594143520375,07/07/2020 17:38:40,1594143520289,-4,07/07/2020 13:38:40,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,5,3,2,ReadingPres,Zone1,reading,367.137999999999,null,,neighbor,2,0,1,0,,,false,1,1,Trial,My|neighbor|witnessed|the|murder|last|night|in|the|alley.,,5,F.SS.C.1
33,1594143520693,07/07/2020 17:38:40,1594143520624,-4,07/07/2020 13:38:40,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,5,3,2,ReadingPres,Zone1,reading,333.67699999999604,null,,witnessed,3,0,1,0,,,false,1,1,Trial,My|neighbor|witnessed|the|murder|last|night|in|the|alley.,,5,F.SS.C.1
34,1594143521022,07/07/2020 17:38:41,1594143520958,-4,07/07/2020 13:38:40,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,5,3,2,ReadingPres,Zone1,reading,333.599000000002,null,,the,4,0,1,0,,,false,1,1,Trial,My|neighbor|witnessed|the|murder|last|night|in|the|alley.,,5,F.SS.C.1
35,1594143521366,07/07/2020 17:38:41,1594143521305,-4,07/07/2020 13:38:41,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,5,3,2,ReadingPres,Zone1,reading,350.1800000000003,null,,murder,5,0,1,0,,,false,1,1,Trial,My|neighbor|witnessed|the|murder|last|night|in|the|alley.,,5,F.SS.C.1
36,1594143521807,07/07/2020 17:38:41,1594143521736,-4,07/07/2020 13:38:41,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,5,3,2,ReadingPres,Zone1,reading,434.1180000000022,null,,last,6,0,1,0,,,false,1,1,Trial,My|neighbor|witnessed|the|murder|last|night|in|the|alley.,,5,F.SS.C.1
37,1594143522173,07/07/2020 17:38:42,1594143522094,-4,07/07/2020 13:38:42,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,5,3,2,ReadingPres,Zone1,reading,350.0720000000001,null,,night,7,0,1,0,,,false,1,1,Trial,My|neighbor|witnessed|the|murder|last|night|in|the|alley.,,5,F.SS.C.1
38,1594143522626,07/07/2020 17:38:42,1594143522563,-4,07/07/2020 13:38:42,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,5,3,2,ReadingPres,Zone1,reading,467.4830000000002,null,,in,8,0,1,0,,,false,1,1,Trial,My|neighbor|witnessed|the|murder|last|night|in|the|alley.,,5,F.SS.C.1
39,1594143522985,07/07/2020 17:38:42,1594143522896,-4,07/07/2020 13:38:42,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,5,3,2,ReadingPres,Zone1,reading,333.40499999999884,null,,the,9,0,1,0,,,false,1,1,Trial,My|neighbor|witnessed|the|murder|last|night|in|the|alley.,,5,F.SS.C.1
40,1594143523266,07/07/2020 17:38:43,1594143523197,-4,07/07/2020 13:38:43,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,5,3,2,ReadingPres,Zone1,reading,300.3689999999988,null,,alley.,10,0,1,0,,,false,1,1,Trial,My|neighbor|witnessed|the|murder|last|night|in|the|alley.,,5,F.SS.C.1
41,1594143523407,07/07/2020 17:38:43,1594143523199,-4,07/07/2020 13:38:43,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,5,3,2,ReadingPres,Zone1,reading,4021.118999999999,null,,Content End,,0,1,0,,,true,1,1,Trial,My|neighbor|witnessed|the|murder|last|night|in|the|alley.,,5,F.SS.C.1
42,1594143524001,07/07/2020 17:38:44,1594143523934,-4,07/07/2020 13:38:43,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,5,3,3,BlankScreen,Zone1,fixation,750.9519999999975,null,,null,,0,1,0,,,false,1,1,Trial,My|neighbor|witnessed|the|murder|last|night|in|the|alley.,,5,F.SS.C.1
43,1594143524469,07/07/2020 17:38:44,1594143524395,-4,07/07/2020 13:38:44,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,5,3,4,JudgmentResponse,Zone5,response_keyboard_single,451.7500000074506,null,,4,1,0,1,0,,,false,1,1,Trial,My|neighbor|witnessed|the|murder|last|night|in|the|alley.,,5,F.SS.C.1
